LOCATIONID;LOCATIONNAME;ZONELEVELID;geometry;CITY
0-EU-ES-28-07-001-079-01-006;Sol;8;list(list(c(-3.704447, -3.705775, -3.70596, -3.706252, -3.706886, -3.707231, -3.707423, -3.708218, -3.707888, -3.707992, -3.70816, -3.70822, -3.708505, -3.708751, -3.708571, -3.708644, -3.708695, -3.708606, -3.708728, -3.708746, -3.708681, -3.708472, -3.708317, -3.708137, -3.708043, -3.708094, -3.708146, -3.708238, -3.707802, -3.707511, -3.70743, -3.707428, -3.707412, -3.706385, -3.706375, -3.705631, -3.70525, -3.704771, -3.704608, -3.704158, -3.704052, -3.703925, -3.703745, -3.703483, -3.703047, -3.701783, -3.701615, -3.700622, -3.700391, -3.700341, -3.699643, -3.699371, -3.69953, -3.699686, -3.699741, -3.699686, -3.700261, -3.701185, -3.701653, -3.703084, -3.704447, 40.420175, 40.420212, 40.42022, 40.420179, 40.420214, 40.420233, 40.420246, 40.420302, 40.419805, 40.419687, 40.419065, 40.418846, 40.418312, 40.417852, 40.417742, 40.417315, 40.417005, 40.416382, 40.416137, 40.415496, 40.415397, 40.415285, 40.415047, 40.414689, 40.414479, 40.41425, 40.414011, 40.413728, 40.41355, 40.413456, 40.41343, 40.413439, 40.413564, 40.413856, 40.413987, 40.414008, 40.413948, 40.413924, 40.413975, 40.414201, 40.414251, 40.414311, 40.414242, 40.414141, 40.414582, 40.415532, 40.415657, 40.416414, 40.416604, 40.416683, 40.417745, 40.417936, 40.418412, 40.418952, 40.419301, 40.419758, 40.41988, 40.419993, 40.420029, 40.420135, 40.420175)));Madrid
0-EU-ES-28-07-001-079-08-007;Mirasierra;8;list(list(c(-3.716582, -3.71627, -3.716117, -3.716404, -3.716616, -3.716325, -3.715474, -3.714571, -3.714188, -3.712807, -3.711989, -3.709548, -3.708693, -3.708325, -3.707515, -3.704984, -3.704002, -3.703317, -3.702463, -3.701727, -3.701073, -3.698217, -3.698476, -3.698734, -3.699192, -3.699582, -3.70063, -3.700938, -3.700939, -3.700803, -3.700674, -3.703307, -3.704277, -3.705379, -3.706235, -3.70711, -3.707114, -3.708045, -3.710472, -3.712651, -3.714647, -3.713197, -3.713805, -3.715838, -3.719174, -3.721036, -3.721713, -3.720686, -3.719912, -3.719678, -3.719572, -3.719816, -3.719697, -3.719484, -3.717726, -3.717175, -3.716582, 40.492873, 40.492131, 40.491325, 40.488298, 40.485709, 40.484766, 40.4838, 40.483009, 40.483097, 40.483481, 40.483897, 40.485466, 40.486108, 40.486383, 40.486733, 40.487445, 40.48767, 40.487924, 40.488408, 40.488879, 40.489228, 40.490122, 40.491242, 40.492362, 40.493106, 40.493544, 40.494771, 40.495532, 40.496441, 40.497049, 40.49748, 40.499304, 40.49988, 40.500276, 40.50039, 40.500412, 40.501267, 40.500973, 40.500076, 40.499924, 40.500658, 40.5032, 40.503298, 40.504041, 40.502424, 40.501105, 40.500273, 40.499613, 40.498683, 40.498125, 40.497424, 40.496425, 40.496075, 40.495872, 40.494295, 40.493722, 40.492873)));Madrid
0-EU-ES-28-07-001-079-06-005;Valdeacederas;8;list(list(c(-3.702312, -3.703141, -3.70366, -3.704462, -3.704988, -3.705759, -3.706879, -3.710756, -3.711561, -3.712205, -3.712593, -3.712803, -3.713233, -3.712513, -3.711839, -3.711378, -3.710473, -3.710109, -3.709966, -3.709393, -3.709275, -3.709214, -3.709232, -3.709235, -3.709212, -3.709157, -3.708655, -3.708368, -3.708112, -3.707326, -3.707224, -3.706559, -3.706299, -3.705698, -3.705536, -3.705326, -3.704728, -3.70366, -3.702752, -3.700391, -3.699476, -3.698414, -3.69832, -3.698211, -3.698135, -3.697896, -3.697851, -3.697742, -3.697489, -3.697056, -3.696536, -3.696298, -3.696081, -3.695753, -3.69534, -3.694466, -3.695407, -3.695581, -3.696002, -3.696265, -3.697672, -3.698572, -3.699575, -3.700307, -3.701746, -3.702347, -3.702257, -3.702192, -3.702312, 40.473618, 40.47291, 40.472304, 40.471926, 40.471878, 40.4718, 40.471693, 40.471348, 40.471149, 40.470705, 40.470165, 40.469404, 40.468584, 40.467821, 40.467064, 40.466553, 40.465714, 40.465192, 40.46504, 40.464391, 40.464242, 40.464117, 40.464026, 40.463952, 40.463789, 40.463549, 40.462765, 40.462277, 40.462469, 40.463393, 40.46344, 40.463814, 40.463648, 40.463593, 40.463713, 40.464004, 40.463844, 40.463441, 40.462957, 40.461762, 40.461285, 40.460722, 40.46085, 40.461083, 40.461236, 40.461739, 40.461831, 40.46205, 40.462403, 40.462853, 40.463457, 40.463731, 40.463982, 40.464293, 40.46444, 40.464753, 40.465403, 40.465475, 40.465988, 40.466317, 40.467765, 40.468448, 40.469724, 40.470127, 40.470913, 40.471247, 40.471907, 40.47299, 40.473618)));Madrid
0-EU-ES-28-07-001-079-08-002;Fuentelarreina;8;list(list(c(-3.733892, -3.733132, -3.734652, -3.735219, -3.737219, -3.738325, -3.739306, -3.741665, -3.742249, -3.742859, -3.743315, -3.744405, -3.745574, -3.745085, -3.744647, -3.742202, -3.746373, -3.746699, -3.747708, -3.748626, -3.75088, -3.751523, -3.75108, -3.749706, -3.749448, -3.748659, -3.748396, -3.747675, -3.745164, -3.74176, -3.740593, -3.737771, -3.735448, -3.73579, -3.73618, -3.736605, -3.73767, -3.738822, -3.739331, -3.738441, -3.737983, -3.737743, -3.737583, -3.736927, -3.736606, -3.736449, -3.736296, -3.736058, -3.73599, -3.735941, -3.735745, -3.735487, -3.73511, -3.734803, -3.734797, -3.735316, -3.73557, -3.735756, -3.735638, -3.734825, -3.733892, 40.489401, 40.490689, 40.492428, 40.49297, 40.493021, 40.493213, 40.491107, 40.488983, 40.488461, 40.487396, 40.486637, 40.485488, 40.483607, 40.482811, 40.48234, 40.480773, 40.478123, 40.47793, 40.478365, 40.478472, 40.47858, 40.478886, 40.475833, 40.474856, 40.474751, 40.47449, 40.474473, 40.474482, 40.47444, 40.474389, 40.474263, 40.473607, 40.473076, 40.473445, 40.47412, 40.474331, 40.474449, 40.477243, 40.478534, 40.479527, 40.479675, 40.479736, 40.47997, 40.480968, 40.481642, 40.482064, 40.48285, 40.483641, 40.484458, 40.48485, 40.485142, 40.485339, 40.485498, 40.48562, 40.485835, 40.486332, 40.486605, 40.486991, 40.48784, 40.488631, 40.489401)));Madrid
0-EU-ES-28-07-001-079-08-003;Peñagrande;8;list(list(c(-3.726137, -3.727173, -3.72769, -3.728177, -3.730632, -3.732275, -3.733893, -3.734216, -3.734488, -3.734773, -3.734786, -3.735477, -3.735731, -3.735928, -3.73596, -3.736006, -3.736041, -3.736262, -3.736442, -3.736601, -3.736911, -3.737737, -3.738429, -3.739323, -3.738921, -3.738494, -3.737666, -3.736602, -3.736179, -3.735789, -3.735444, -3.733772, -3.732247, -3.730483, -3.728519, -3.727827, -3.727359, -3.726154, -3.725373, -3.722769, -3.722345, -3.719888, -3.71443, -3.71446, -3.71476, -3.715013, -3.716235, -3.716379, -3.716507, -3.714888, -3.712888, -3.714193, -3.71457, -3.715464, -3.716327, -3.716614, -3.716818, -3.722698, -3.725148, -3.726137, 40.485498, 40.485488, 40.485527, 40.48568, 40.486505, 40.486013, 40.485718, 40.485846, 40.485895, 40.485796, 40.485614, 40.485326, 40.485133, 40.484844, 40.484543, 40.484082, 40.483639, 40.482876, 40.482063, 40.481645, 40.480983, 40.479729, 40.479518, 40.478534, 40.477503, 40.476476, 40.474452, 40.474335, 40.474121, 40.473447, 40.473074, 40.472751, 40.472679, 40.47267, 40.4728, 40.472521, 40.472498, 40.472685, 40.472577, 40.471865, 40.471751, 40.471094, 40.469683, 40.470221, 40.471836, 40.473229, 40.476885, 40.478554, 40.478894, 40.47959, 40.480357, 40.483095, 40.483009, 40.483788, 40.484764, 40.485688, 40.485697, 40.485551, 40.485522, 40.485498)));Madrid
0-EU-ES-28-07-001-079-10-001;Los Cármenes;8;list(list(c(-3.722623, -3.722593, -3.721717, -3.721717, -3.723173, -3.723937, -3.72478, -3.725043, -3.725267, -3.725429, -3.725562, -3.725804, -3.726029, -3.726366, -3.726848, -3.727099, -3.730062, -3.730559, -3.73385, -3.734724, -3.735424, -3.736233, -3.736917, -3.738528, -3.739259, -3.740633, -3.74231, -3.744039, -3.744168, -3.74428, -3.744445, -3.744684, -3.744826, -3.744874, -3.744791, -3.744724, -3.744477, -3.743658, -3.743575, -3.743362, -3.742811, -3.740874, -3.73878, -3.738584, -3.737997, -3.737559, -3.737103, -3.734909, -3.734421, -3.733345, -3.729854, -3.729137, -3.72844, -3.727809, -3.72676, -3.726407, -3.725939, -3.725408, -3.724805, -3.724873, -3.724213, -3.722623, 40.404572, 40.40597, 40.408285, 40.408439, 40.408656, 40.408761, 40.408761, 40.408689, 40.408599, 40.408442, 40.408261, 40.407909, 40.407689, 40.407453, 40.407218, 40.40713, 40.406548, 40.406339, 40.404518, 40.404117, 40.403935, 40.403828, 40.403849, 40.404144, 40.40431, 40.40446, 40.404558, 40.404543, 40.404184, 40.403975, 40.403703, 40.403299, 40.403045, 40.402428, 40.402011, 40.401102, 40.399291, 40.395803, 40.39555, 40.394965, 40.39448, 40.393006, 40.394633, 40.394898, 40.39582, 40.396337, 40.396763, 40.398449, 40.398846, 40.399598, 40.402316, 40.402577, 40.403021, 40.403765, 40.404406, 40.404746, 40.40515, 40.40545, 40.405521, 40.40454, 40.404564, 40.404572)));Madrid
0-EU-ES-28-07-001-079-09-001;Casa de Campo;8;list(list(c(-3.770762, -3.770713, -3.770623, -3.770592, -3.77375, -3.77545, -3.777111, -3.779028, -3.780208, -3.780622, -3.781074, -3.780737, -3.779263, -3.779249, -3.778724, -3.777954, -3.776629, -3.776382, -3.776055, -3.77419, -3.774323, -3.769519, -3.765089, -3.762005, -3.760812, -3.759961, -3.756984, -3.755982, -3.751994, -3.75044, -3.747856, -3.74286, -3.741815, -3.737939, -3.73354, -3.727533, -3.72432, -3.7219, -3.721452, -3.720983, -3.720443, -3.71941, -3.718113, -3.718179, -3.719573, -3.718528, -3.71757, -3.71706, -3.716437, -3.715279, -3.715212, -3.715169, -3.716174, -3.716595, -3.717188, -3.718564, -3.719955, -3.722909, -3.725711, -3.719657, -3.719442, -3.719498, -3.719334, -3.721603, -3.723132, -3.726439, -3.733174, -3.734457, -3.73801, -3.739112, -3.739885, -3.741968, -3.748745, -3.750012, -3.75212, -3.759127, -3.76283, -3.766304, -3.767242, -3.770762, 40.444122, 40.440439, 40.434308, 40.429405, 40.427548, 40.426193, 40.425417, 40.424042, 40.421615, 40.41959, 40.417163, 40.414962, 40.412757, 40.411473, 40.409252, 40.4074, 40.405827, 40.405105, 40.404013, 40.402105, 40.400188, 40.399592, 40.39903, 40.401362, 40.402907, 40.403979, 40.405615, 40.40573, 40.407666, 40.408414, 40.408765, 40.409455, 40.409256, 40.411406, 40.413016, 40.415268, 40.416492, 40.4174, 40.418698, 40.42003, 40.420288, 40.420244, 40.420266, 40.421324, 40.422724, 40.422823, 40.422301, 40.421917, 40.421887, 40.422887, 40.42318, 40.423839, 40.424786, 40.42506, 40.425219, 40.42531, 40.426691, 40.429789, 40.432592, 40.435143, 40.435186, 40.435364, 40.435539, 40.436591, 40.437477, 40.436038, 40.434374, 40.434186, 40.434442, 40.434881, 40.435469, 40.437952, 40.442992, 40.44368, 40.44468, 40.447669, 40.449484, 40.448154, 40.447603, 40.444122)));Madrid
0-EU-ES-28-07-001-079-09-007;Aravaca;8;list(list(c(-3.77078, -3.77078, -3.76724, -3.766339, -3.762835, -3.762266, -3.761997, -3.761577, -3.76097, -3.760595, -3.760299, -3.757277, -3.757351, -3.75836, -3.759195, -3.760314, -3.76163, -3.762523, -3.762232, -3.765814, -3.770166, -3.771255, -3.779404, -3.784145, -3.786857, -3.789617, -3.793539, -3.800283, -3.801111, -3.801169, -3.801421, -3.800391, -3.799977, -3.799797, -3.802157, -3.801223, -3.799339, -3.799029, -3.798976, -3.795777, -3.795371, -3.795379, -3.795628, -3.79487, -3.794325, -3.793837, -3.793092, -3.792989, -3.793498, -3.792423, -3.792076, -3.791404, -3.791088, -3.791054, -3.790931, -3.790422, -3.790033, -3.788906, -3.789099, -3.789438, -3.790175, -3.786325, -3.784682, -3.783167, -3.779776, -3.772534, -3.77078, 40.444102, 40.44414, 40.447631, 40.448172, 40.449503, 40.449717, 40.449784, 40.449771, 40.449607, 40.449708, 40.449983, 40.451214, 40.453252, 40.454124, 40.455587, 40.457284, 40.458987, 40.460139, 40.461138, 40.461561, 40.462046, 40.462169, 40.463078, 40.463627, 40.463942, 40.464259, 40.464718, 40.465515, 40.465597, 40.465131, 40.463961, 40.463024, 40.462576, 40.462275, 40.461825, 40.460994, 40.459346, 40.459046, 40.459278, 40.457857, 40.45716, 40.456861, 40.456416, 40.456079, 40.455535, 40.454723, 40.453908, 40.453701, 40.453296, 40.452025, 40.450826, 40.449584, 40.448077, 40.447588, 40.447534, 40.447657, 40.445655, 40.445785, 40.445174, 40.444179, 40.442347, 40.443521, 40.444413, 40.444477, 40.444024, 40.444091, 40.444102)));Madrid
0-EU-ES-08-13-001-019-08-008;Porta;8;list(list(c(2.174593, 2.17377, 2.172799, 2.172304, 2.172063, 2.17228, 2.172858, 2.173287, 2.173654, 2.17382, 2.174235, 2.174523, 2.174809, 2.176377, 2.179467, 2.180818, 2.181041, 2.182189, 2.182953, 2.182837, 2.182535, 2.182647, 2.183179, 2.18346, 2.184371, 2.184746, 2.18532, 2.183897, 2.178906, 2.176172, 2.174593, 41.438354, 41.437341, 41.436391, 41.435647, 41.435321, 41.43497, 41.433931, 41.433135, 41.432491, 41.432197, 41.431439, 41.430922, 41.430302, 41.430271, 41.43025, 41.430248, 41.430249, 41.430248, 41.430247, 41.430406, 41.431031, 41.431732, 41.433107, 41.434167, 41.436839, 41.437966, 41.43967, 41.439524, 41.438915, 41.438591, 41.438354)));Barcelona
0-EU-ES-08-13-001-019-09-001;La Trinitat Vella;8;list(list(c(2.190409, 2.189046, 2.188866, 2.189032, 2.188716, 2.187683, 2.188171, 2.188825, 2.190633, 2.192537, 2.193118, 2.193428, 2.194117, 2.194938, 2.196017, 2.197408, 2.20145, 2.200801, 2.197658, 2.194743, 2.192449, 2.192037, 2.191191, 2.190457, 2.190409, 41.455189, 41.4536, 41.453394, 41.451682, 41.449901, 41.446943, 41.44695, 41.446948, 41.446933, 41.44688, 41.447114, 41.447238, 41.447515, 41.447596, 41.447403, 41.447685, 41.449038, 41.449761, 41.452325, 41.454631, 41.456387, 41.455904, 41.455505, 41.455212, 41.455189)));Barcelona
0-EU-ES-08-13-001-019-09-003;Baró de Viver;8;list(list(c(2.20145, 2.198839, 2.197408, 2.197122, 2.196813, 2.195825, 2.197606, 2.199722, 2.199682, 2.199422, 2.199375, 2.200132, 2.201293, 2.20328, 2.20145, 41.449038, 41.448164, 41.447685, 41.446746, 41.445728, 41.44258, 41.442698, 41.442839, 41.443095, 41.444759, 41.445066, 41.445452, 41.44602, 41.44699, 41.449038)));Barcelona
0-EU-ES-08-13-001-019-10-010;Sant Martí de Provençals;8;list(list(c(2.192434, 2.193101, 2.193772, 2.194473, 2.195436, 2.196336, 2.197116, 2.198439, 2.2016, 2.205074, 2.202346, 2.201574, 2.199582, 2.198625, 2.197971, 2.196707, 2.195197, 2.193739, 2.193272, 2.193298, 2.193603, 2.192434, 41.414519, 41.414015, 41.413514, 41.412988, 41.412266, 41.411591, 41.411008, 41.41198, 41.414325, 41.416934, 41.419026, 41.419611, 41.421077, 41.421818, 41.421901, 41.422162, 41.42248, 41.417921, 41.416716, 41.416189, 41.415373, 41.414519)));Barcelona
0-EU-ES-08-13-001-019-03-005;La Marina del Port;8;list(list(c(2.133836, 2.135538, 2.136822, 2.14182, 2.143353, 2.143614, 2.145093, 2.146436, 2.146024, 2.145818, 2.145294, 2.145067, 2.144933, 2.144836, 2.144821, 2.144841, 2.144704, 2.145401, 2.14614, 2.146478, 2.146917, 2.147327, 2.148042, 2.148486, 2.148793, 2.149111, 2.149268, 2.149382, 2.14915, 2.148877, 2.147908, 2.147435, 2.146385, 2.146043, 2.145281, 2.144141, 2.143951, 2.143749, 2.143317, 2.142883, 2.143107, 2.142337, 2.142053, 2.14166, 2.141471, 2.141271, 2.141116, 2.140334, 2.139728, 2.139571, 2.140152, 2.139458, 2.133927, 2.135367, 2.134504, 2.133184, 2.132878, 2.132262, 2.133471, 2.133836, 41.353092, 41.353707, 41.354285, 41.356326, 41.354209, 41.354312, 41.354746, 41.355347, 41.356499, 41.356854, 41.357348, 41.357577, 41.357806, 41.357967, 41.358587, 41.358894, 41.359185, 41.359539, 41.359904, 41.360018, 41.360041, 41.35996, 41.359824, 41.359728, 41.359688, 41.359817, 41.360007, 41.36052, 41.360983, 41.361516, 41.362242, 41.36259, 41.362988, 41.363209, 41.363268, 41.36378, 41.363915, 41.36411, 41.364471, 41.364677, 41.364912, 41.365374, 41.365484, 41.365655, 41.365875, 41.365964, 41.365924, 41.365873, 41.365834, 41.365917, 41.367319, 41.367755, 41.363387, 41.362144, 41.360949, 41.359989, 41.358967, 41.355418, 41.353593, 41.353092)));Barcelona
0-EU-ES-08-13-001-019-03-008;La Marina del Prat Vermell;8;list(list(c(2.133842, 2.135728, 2.137434, 2.138936, 2.141825, 2.150914, 2.153188, 2.150864, 2.148953, 2.146794, 2.146436, 2.145093, 2.143679, 2.143352, 2.14182, 2.136808, 2.135522, 2.133842, 41.353092, 41.350813, 41.34889, 41.346758, 41.347449, 41.35101, 41.351626, 41.352827, 41.353767, 41.354825, 41.355347, 41.354746, 41.354332, 41.354205, 41.356326, 41.354279, 41.353702, 41.353092)));Barcelona
0-EU-ES-08-13-001-019-04-003;Pedralbes;8;list(list(c(2.127388, 2.127975, 2.128491, 2.129396, 2.127157, 2.125581, 2.124729, 2.124294, 2.123237, 2.122288, 2.120834, 2.120695, 2.120398, 2.119895, 2.119446, 2.118535, 2.118427, 2.118072, 2.117828, 2.117607, 2.118144, 2.11843, 2.118463, 2.118301, 2.118065, 2.117927, 2.11737, 2.116791, 2.115744, 2.115432, 2.11477, 2.11394, 2.113428, 2.11316, 2.112886, 2.112425, 2.111843, 2.110886, 2.110339, 2.109989, 2.109766, 2.109529, 2.109327, 2.109106, 2.108557, 2.108239, 2.10789, 2.105773, 2.105586, 2.105448, 2.105268, 2.104958, 2.104295, 2.103178, 2.100288, 2.097862, 2.099756, 2.10212, 2.10201, 2.102002, 2.10648, 2.111129, 2.113113, 2.121284, 2.127388, 41.388414, 41.390225, 41.391199, 41.392384, 41.391843, 41.391465, 41.391266, 41.391157, 41.390868, 41.390644, 41.390091, 41.390566, 41.390965, 41.391371, 41.391583, 41.391768, 41.391802, 41.391903, 41.392073, 41.392219, 41.392749, 41.393301, 41.393941, 41.394481, 41.394873, 41.395094, 41.395373, 41.395527, 41.395807, 41.39598, 41.396405, 41.396869, 41.397151, 41.397301, 41.397178, 41.396907, 41.396561, 41.395874, 41.395778, 41.396079, 41.39627, 41.396599, 41.39688, 41.397272, 41.398545, 41.398827, 41.399142, 41.40102, 41.401182, 41.401314, 41.401442, 41.401734, 41.402307, 41.403367, 41.39817, 41.393808, 41.391087, 41.387608, 41.382383, 41.381719, 41.382899, 41.384136, 41.384667, 41.386826, 41.388414)));Barcelona
0-EU-ES-08-13-001-019-05-001;Vallvidrera - El Tibidabo i les Planes;8;list(list(c(2.105056, 2.105514, 2.10577, 2.105954, 2.106225, 2.106619, 2.107008, 2.107368, 2.107466, 2.10729, 2.107355, 2.107643, 2.107727, 2.10787, 2.107979, 2.108708, 2.10891, 2.109091, 2.109012, 2.10885, 2.108598, 2.10844, 2.108132, 2.107554, 2.107406, 2.107124, 2.106915, 2.106829, 2.106729, 2.106563, 2.106345, 2.106062, 2.105633, 2.1054, 2.104916, 2.104596, 2.104391, 2.104295, 2.104299, 2.104445, 2.104317, 2.103755, 2.103537, 2.103356, 2.103204, 2.103496, 2.103552, 2.103414, 2.103897, 2.104154, 2.104517, 2.105442, 2.105782, 2.106819, 2.106977, 2.107003, 2.106732, 2.105892, 2.105773, 2.105773, 2.106229, 2.106265, 2.106361, 2.106461, 2.10669, 2.107019, 2.107447, 2.108005, 2.108249, 2.108226, 2.108274, 2.108183, 2.10837, 2.10861, 2.108815, 2.109126, 2.109472, 2.109698, 2.109961, 2.110158, 2.110257, 2.110479, 2.110902, 2.111068, 2.111164, 2.111225, 2.111439, 2.1119, 2.112261, 2.112571, 2.11271, 2.112882, 2.113004, 2.113741, 2.11418, 2.114291, 2.11443, 2.114621, 2.115231, 2.115561, 2.115823, 2.116041, 2.116364, 2.116786, 2.117694, 2.118358, 2.11857, 2.118606, 2.118678, 2.119328, 2.119424, 2.11938, 2.119078, 2.118686, 2.118571, 2.118766, 2.119456, 2.120011, 2.120072, 2.120051, 2.119834, 2.119836, 2.120033, 2.120705, 2.120871, 2.121094, 2.121475, 2.121702, 2.121703, 2.12186, 2.121923, 2.122096, 2.122086, 2.122234, 2.122346, 2.122564, 2.122784, 2.12315, 2.123429, 2.123312, 2.123173, 2.123356, 2.123728, 2.124171, 2.124635, 2.124985, 2.125469, 2.12561, 2.125244, 2.125167, 2.125541, 2.12621, 2.126343, 2.126604, 2.126697, 2.126894, 2.12698, 2.127507, 2.127975, 2.128439, 2.128606, 2.128852, 2.128907, 2.128513, 2.127914, 2.127961, 2.128217, 2.128199, 2.128048, 2.127793, 2.127499, 2.127449, 2.128107, 2.128441, 2.128607, 2.128749, 2.128833, 2.129084, 2.129422, 2.129691, 2.129817, 2.129917, 2.130035, 2.1304, 2.130492, 2.130824, 2.131368, 2.132003, 2.131014, 2.128282, 2.126665, 2.12632, 2.125269, 2.124861, 2.124769, 2.123993, 2.121269, 2.120863, 2.120456, 2.120515, 2.121422, 2.120969, 2.119548, 2.113093, 2.103211, 2.096374, 2.094238, 2.092731, 2.091211, 2.090527, 2.088545, 2.087098, 2.085954, 2.084671, 2.083723, 2.080393, 2.07498, 2.073273, 2.071766, 2.071091, 2.072421, 2.076514, 2.073305, 2.072907, 2.080193, 2.080064, 2.075253, 2.077378, 2.078813, 2.078142, 2.07218, 2.072075, 2.072133, 2.069932, 2.070346, 2.072445, 2.077873, 2.08396, 2.094573, 2.09909, 2.103636, 2.103174, 2.104013, 2.104951, 2.105056, 41.402227, 41.402302, 41.40258, 41.403229, 41.403244, 41.403227, 41.403295, 41.403547, 41.404135, 41.404501, 41.40463, 41.404786, 41.40493, 41.405294, 41.405455, 41.405771, 41.406048, 41.406699, 41.406829, 41.406969, 41.40704, 41.406962, 41.406696, 41.406511, 41.406594, 41.406871, 41.406955, 41.406948, 41.406927, 41.40683, 41.406521, 41.406462, 41.406507, 41.406405, 41.406049, 41.406058, 41.406129, 41.406253, 41.406444, 41.407111, 41.407275, 41.407339, 41.407391, 41.407593, 41.407949, 41.408304, 41.408531, 41.409148, 41.409381, 41.40975, 41.409837, 41.409792, 41.409822, 41.409873, 41.410003, 41.410119, 41.41044, 41.410992, 41.411179, 41.411264, 41.411429, 41.411619, 41.411763, 41.411775, 41.411684, 41.411503, 41.411416, 41.411378, 41.411491, 41.411944, 41.412399, 41.412756, 41.412901, 41.412917, 41.41303, 41.413033, 41.412615, 41.412447, 41.412435, 41.412551, 41.412953, 41.413285, 41.413613, 41.413642, 41.413553, 41.413125, 41.412764, 41.412419, 41.412341, 41.412603, 41.412703, 41.412773, 41.412758, 41.412242, 41.412227, 41.412369, 41.412888, 41.41305, 41.413144, 41.414052, 41.414225, 41.414162, 41.413752, 41.413575, 41.413723, 41.413651, 41.413517, 41.412931, 41.412733, 41.412503, 41.413015, 41.413344, 41.413769, 41.414617, 41.414909, 41.415065, 41.415138, 41.41512, 41.415154, 41.415237, 41.415679, 41.416263, 41.416245, 41.415988, 41.416048, 41.416463, 41.417014, 41.416891, 41.416412, 41.416208, 41.415903, 41.415644, 41.415293, 41.415179, 41.415225, 41.415398, 41.415496, 41.415375, 41.414911, 41.414531, 41.414007, 41.413773, 41.413637, 41.413582, 41.413847, 41.413934, 41.413966, 41.414047, 41.414491, 41.415004, 41.415614, 41.415886, 41.416028, 41.41666, 41.41673, 41.416756, 41.416744, 41.41665, 41.416629, 41.416675, 41.416882, 41.41724, 41.417503, 41.417922, 41.418272, 41.418434, 41.418635, 41.418758, 41.418908, 41.419121, 41.419274, 41.41945, 41.419701, 41.419709, 41.419819, 41.419853, 41.419909, 41.419633, 41.419504, 41.419628, 41.419812, 41.420014, 41.4201, 41.42002, 41.42023, 41.419991, 41.420224, 41.420422, 41.421931, 41.422202, 41.421725, 41.421421, 41.421204, 41.421252, 41.421701, 41.421533, 41.421487, 41.421836, 41.422792, 41.424052, 41.425712, 41.425932, 41.425659, 41.428716, 41.42826, 41.433721, 41.432211, 41.430508, 41.429737, 41.429116, 41.429428, 41.42917, 41.429577, 41.430949, 41.431894, 41.430754, 41.433263, 41.436403, 41.43607, 41.436056, 41.431174, 41.428694, 41.427622, 41.425018, 41.424193, 41.423058, 41.422254, 41.418705, 41.41908, 41.412459, 41.411093, 41.408944, 41.407643, 41.407194, 41.406637, 41.403559, 41.403081, 41.4095, 41.408053, 41.408076, 41.404224, 41.403373, 41.402703, 41.401755, 41.402227)));Barcelona
0-EU-ES-08-13-001-019-06-003;La Salut;8;list(list(c(2.14976, 2.149661, 2.149049, 2.149202, 2.149843, 2.149951, 2.150217, 2.149208, 2.148281, 2.148024, 2.148604, 2.148769, 2.150015, 2.150616, 2.150764, 2.151063, 2.153818, 2.154222, 2.155985, 2.158185, 2.1605, 2.162087, 2.161851, 2.161439, 2.16129, 2.161053, 2.160879, 2.160714, 2.160213, 2.159123, 2.158634, 2.158057, 2.157821, 2.157633, 2.157474, 2.157236, 2.157001, 2.156656, 2.155915, 2.155115, 2.15463, 2.153591, 2.153314, 2.15289, 2.152694, 2.151944, 2.151579, 2.151199, 2.150343, 2.150188, 2.150791, 2.150839, 2.150262, 2.149398, 2.149542, 2.149778, 2.14987, 2.14976, 41.41342, 41.413034, 41.412925, 41.412759, 41.412071, 41.411952, 41.411665, 41.411164, 41.410675, 41.410532, 41.409955, 41.409795, 41.408577, 41.407987, 41.407849, 41.408045, 41.409066, 41.408557, 41.409482, 41.410572, 41.41181, 41.412637, 41.412928, 41.413435, 41.413615, 41.41368, 41.413728, 41.413774, 41.413914, 41.414492, 41.414998, 41.415598, 41.416117, 41.416509, 41.416579, 41.416523, 41.416261, 41.415672, 41.415118, 41.414953, 41.415232, 41.416106, 41.41634, 41.416691, 41.416873, 41.416924, 41.416501, 41.416331, 41.416332, 41.416261, 41.415779, 41.4156, 41.415441, 41.415328, 41.414883, 41.414488, 41.413887, 41.41342)));Barcelona
